# mciId	classification	module — exported by B for C-006. B's own run output; row ownership may differ.
org.apache.cloudstack.storage.datastore.db.StoragePoolVO::26	SUCCESS	plugins/hypervisors/xenserver
org.apache.cloudstack.storage.datastore.db.StoragePoolVO::27	SUCCESS	plugins/integrations/veeam-control-service
org.apache.cloudstack.storage.datastore.db.StoragePoolVO::28	SUCCESS	engine/orchestration
org.apache.cloudstack.storage.datastore.db.StoragePoolVO::3	SUCCESS	server
org.apache.cloudstack.storage.datastore.db.StoragePoolVO::4	SUCCESS	server
org.apache.cloudstack.storage.datastore.db.StoragePoolVO::5	SUCCESS	framework/quota
org.apache.cloudstack.storage.datastore.db.StoragePoolVO::6	SUCCESS	engine/orchestration
org.apache.cloudstack.storage.datastore.db.StoragePoolVO::7	SUCCESS	engine/orchestration
org.apache.cloudstack.storage.datastore.db.StoragePoolVO::8	SUCCESS	server
org.apache.cloudstack.storage.datastore.db.StoragePoolVO::9	SUCCESS	plugins/backup/nas
org.apache.cloudstack.storage.datastore.db.TemplateDataStoreVO::1	ENVIRONMENT_NOT_READY	unknown
org.apache.cloudstack.storage.datastore.db.TemplateDataStoreVO::2	ENVIRONMENT_NOT_READY	unknown
org.apache.cloudstack.storage.feign.model.Aggregate::1	SUCCESS	plugins/storage/volume/ontap
org.apache.cloudstack.storage.feign.model.ExportPolicy::1	SUCCESS	plugins/storage/volume/ontap
org.apache.cloudstack.storage.service.model.AccessGroup::1	SUCCESS	plugins/storage/volume/ontap
org.apache.cloudstack.storage.service.model.AccessGroup::2	SUCCESS	plugins/storage/volume/ontap
org.apache.cloudstack.storage.service.model.AccessGroup::3	SUCCESS	plugins/storage/volume/ontap
org.apache.cloudstack.storage.service.model.CloudStackVolume::1	SUCCESS	plugins/storage/volume/ontap
org.apache.cloudstack.storage.service.model.CloudStackVolume::2	SUCCESS	plugins/storage/volume/ontap
org.apache.cloudstack.storage.sharedfs.SharedFS::1	SUCCESS	plugins/storage/sharedfs/storagevm
org.apache.cloudstack.storage.to.SnapshotObjectTO::1	FAILED_BEHAVIORAL_EQUIVALENCE	plugins/hypervisors/kvm
org.apache.cloudstack.storage.to.SnapshotObjectTO::2	SUCCESS	plugins/hypervisors/kvm
org.apache.cloudstack.storage.volume.VolumeObject::1	SUCCESS	plugins/storage/volume/ontap
org.apache.cloudstack.storage.volume.VolumeObject::2	SUCCESS	engine/storage/volume
org.apache.cloudstack.utils.qemu.QemuImg::1	ENVIRONMENT_NOT_READY	unknown
org.apache.cloudstack.utils.qemu.QemuImgFile::1	ENVIRONMENT_NOT_READY	unknown
org.apache.cloudstack.vm.UnmanagedInstanceTO::1	ENVIRONMENT_NOT_READY	unknown
org.libvirt.Connect::1	SUCCESS	plugins/hypervisors/kvm
streamer.Link::1	SUCCESS	services/console-proxy/rdpconsole
